# private_paths_history_baseline.tsv -- ACCEPTED HISTORICAL DEBT: content a
# commit INTRODUCED, which every clone receives whatever the tree now says.
# sha<TAB>file<TAB>line-sha16<TAB>what.
# A TREE REPAIR NEVER SHRINKS THIS FILE. Only a history rewrite does, and
# that is a council act -- so a shrink here is a diff somebody must have ruled.
0338635531bd6bf729872cc833b9c921debeddeb	docs/silicon-tools/pincheck.sh	eec507533e071abe	the backup volume holding the private record
0338635531bd6bf729872cc833b9c921debeddeb	docs/silicon-tools/pincheck_selftest.sh	d219c40ac1cdd257	the backup volume holding the private record
1591bc68d9b447063e444d37b98e3ce3be855055	docs/pi-cold-verdicts-0813.json	2941c5bced33f9b5	a line-anchored citation into the fleet bus
1591bc68d9b447063e444d37b98e3ce3be855055	docs/pi-cold-verdicts-0813.json	e726dc7d042403c3	a line-anchored citation into the fleet bus
1591bc68d9b447063e444d37b98e3ce3be855055	docs/pi-cold-verdicts-0813.json	142988a0eabbbcde	a line-anchored citation into the fleet bus
1591bc68d9b447063e444d37b98e3ce3be855055	docs/pi-cold-verdicts-0813.json	0e8cc1732d2eb3fd	a line-anchored citation into the fleet bus
1591bc68d9b447063e444d37b98e3ce3be855055	docs/pi-cold-verdicts-0813.json	9d916506142811da	a line-anchored citation into the fleet bus
1591bc68d9b447063e444d37b98e3ce3be855055	docs/pi-cold-verdicts-0813.json	54fd9574b7aa3108	a line-anchored citation into the fleet bus
1591bc68d9b447063e444d37b98e3ce3be855055	docs/pi-cold-verdicts-0813.json	7a8e6ccc01cf3b54	a line-anchored citation into the fleet bus
1591bc68d9b447063e444d37b98e3ce3be855055	docs/pi-cold-verdicts-0813.json	35b76768d0527d86	a line-anchored citation into the fleet bus
1591bc68d9b447063e444d37b98e3ce3be855055	docs/pi-cold-verdicts-0813.json	a6cbb01d43eab9da	a line-anchored citation into the fleet bus
1591bc68d9b447063e444d37b98e3ce3be855055	docs/pi-cold-verdicts-0813.json	75311746318d5021	a line-anchored citation into the fleet bus
1fc91be3c42d53077ebd57360dd81aaa3ce01595	docs/silicon-tools/treatcheck.py	5d6ede61fdaa279c	the backup volume holding the private record
26949c0ff13f4d4e1adceaf83f5ca6ae687bc49f	docs/ledger-tools/watch-compiler-patterns.txt	aa5168384b97771b	a rootless path into the private record (briefs-/fleet-shape)
