# docs/provenance/MANIFEST.tsv — what the bundle binds. Checked by verify.sh.
# Regenerate after ANY intentional bundle edit; verify.sh must then pass.
# kind	path	expected
# ⚖️ 2026-09-13 (desk row LO) — TWO ROWS FOR THE PROGRAM, BECAUSE THEY ANSWER DIFFERENT QUESTIONS.
#   born  = the program AS BORN, the blob the bundle was written about (5d62022, STACK-S2), matched
#           by content. It replaces a birth binding that can no longer run: REPLAY-MANIFEST.tsv's rev
#           was orphaned by the 08-16 purge and its transcript is withheld.
#   blob  = the CURRENT artifact, re-pinned per this file's standing instruction. Previous value:
#           4abd7975a382f8a125868e16357665d7e4e63fa5 (pinned 08-07 14:06, after STACK-LOADER). The program
#           was legitimately edited from 08-07 to 08-28 while that pin stood, and Scrub reported it with
#           continue-on-error. Re-pinned only because the born row now carries the birth binding.
born	SaltWorks/Stack/Program.lean	b2bf183b7b04290a88479cca9859238f803ca383
blob	SaltWorks/Stack/Program.lean	23bb06e7027ea5ade8b7a50a190b31d37d1ab234
# ⚖️ 2026-09-11 — s2/README.md's sha256 was REGENERATED, deliberately and not silently.
#   Its transcript row was amended to say the file is WITHHELD and why (desk row KB,
#   the saltworks lead's call). This header's standing instruction is "Regenerate after
#   ANY intentional bundle edit", and row KB requires the choice be stated IN THE BUNDLE'S
#   README rather than done quietly — so the record had to change and the binding had to
#   follow. Previous value: 330978e95c74615e7aa76e5e9fa0d4184bdb96bdae6cde180187adf7d090c4c9
#   ⛔ A REGENERATED HASH IS THE ONE MANIFEST OPERATION THAT CAN LAUNDER A CHANGE, so it is
#     recorded here with its reason and its old value rather than just overwritten.
sha256	docs/provenance/s2/README.md	dc448b9d70798520cd61ffbd398c4f3324af3b9a6198ed9883395f9cb48a15df
sha256	docs/provenance/s2/s2-final-report.md	744ad29ceebfc24ed266b8a4902598142bbade5e5446c61e351b4a0c4662afa8
sha256	docs/provenance/s2/s2-emitted-program.md	cc374598009886a808ba0fdbaad47930f7d99d385f4fd8770776564eb621224b
sha256	docs/provenance/s2/s2-executor-transcript.jsonl	eb3cf4e6fb69883232166f0239d4717c1d2697a62b644a549e64739a5bd5fc81
words	docs/provenance/s2/s2-emitted-program.md	120
